age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,class,predicted
<=28,Private,High School grad,Married,Service,Husband,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Unmarried,White,Male,0,Low,<=40,<=50K,<=50K
(28-37],Private,Dropout,Married,Service,Husband,White,Male,0,0,<=40,>50K,<=50K
<=28,Private,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Self-emp-not-inc,Associates,Never-Married,Blue-Collar,Not-in-family,White,Male,High,0,>45,>50K,>50K
(28-37],Private,High School grad,Married,Blue-Collar,Other-relative,White,Male,0,High,>45,<=50K,<=50K
(37-47],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,>50K,<=50K
(28-37],Private,Dropout,Never-Married,Blue-Collar,Other-relative,White,Male,0,Low,<=40,<=50K,<=50K
(37-47],Local-gov,High School grad,Separated,Admin,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Separated,White-Collar,Own-child,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,High School grad,Married,Admin,Own-child,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,Bachelors,Never-Married,Admin,Own-child,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Self-emp-inc,Bachelors,Married,White-Collar,Husband,White,Male,0,0,>45,>50K,>50K
>47,Self-emp-not-inc,High School grad,Married,Sales,Husband,Asian-Pac-Islander,Male,Low,0,>45,<=50K,<=50K
>47,Local-gov,Associates,Married,Other,Husband,White,Male,0,0,(40-45],>50K,>50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<=40,<=50K,<=50K
>47,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,>45,<=50K,>50K
(37-47],Private,Bachelors,Separated,White-Collar,Unmarried,White,Female,Low,0,(40-45],>50K,>50K
(28-37],Private,High School grad,Married,Admin,Wife,White,Female,Low,0,<=40,<=50K,>50K
>47,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,(40-45],>50K,<=50K
<=28,Private,High School grad,Never-Married,Sales,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,<=40,>50K,>50K
>47,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,<=40,>50K,>50K
<=28,Private,High School grad,Separated,Other,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
>47,Self-emp-inc,Bachelors,Married,White-Collar,Husband,White,Male,0,0,<=40,<=50K,>50K
(28-37],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
>47,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Separated,Blue-Collar,Own-child,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,Masters,Married,Professional,Husband,White,Male,0,0,>45,<=50K,<=50K
(37-47],Local-gov,Masters,Separated,Professional,Unmarried,White,Female,0,0,(40-45],<=50K,<=50K
<=28,Private,Dropout,Never-Married,Service,Own-child,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,>45,>50K,<=50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<=40,<=50K,<=50K
>47,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,>50K,<=50K
(37-47],Private,High School grad,Separated,Admin,Unmarried,White,Female,Low,0,(40-45],<=50K,<=50K
(28-37],Private,Masters,Married,White-Collar,Husband,White,Male,0,Low,>45,>50K,>50K
<=28,Private,High School grad,Never-Married,Sales,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Private,Dropout,Separated,Service,Unmarried,White,Female,0,0,>45,<=50K,<=50K
>47,Private,Dropout,Widowed,Service,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Self-emp-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,>45,<=50K,<=50K
>47,Private,Bachelors,Separated,White-Collar,Unmarried,White,Female,0,0,>45,<=50K,<=50K
(28-37],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,>50K,<=50K
(28-37],Private,Bachelors,Never-Married,Blue-Collar,Not-in-family,White,Male,Low,0,<=40,<=50K,<=50K
(28-37],Private,Dropout,Married,Service,Husband,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Private,Masters,Married,Professional,Husband,White,Male,0,0,(40-45],>50K,<=50K
>47,Private,High School grad,Married,White-Collar,Husband,White,Male,High,0,<=40,>50K,>50K
<=28,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Female,0,0,>45,>50K,<=50K
(37-47],Private,High School grad,Separated,White-Collar,Unmarried,Black,Female,High,0,<=40,>50K,>50K
>47,Private,Dropout,Married,Blue-Collar,Husband,White,Male,Low,0,>45,>50K,>50K
<=28,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,Associates,Separated,Blue-Collar,Unmarried,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Local-gov,High School grad,Separated,Admin,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,High School grad,Married,Service,Wife,White,Female,0,0,<=40,>50K,<=50K
(28-37],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,>45,>50K,>50K
(28-37],Private,Bachelors,Married,Professional,Husband,Black,Male,0,0,>45,>50K,>50K
(28-37],Private,Bachelors,Never-Married,Sales,Not-in-family,White,Male,0,0,(40-45],<=50K,>50K
>47,Self-emp-not-inc,Prof-School,Married,Professional,Husband,White,Male,High,0,>45,>50K,>50K
(28-37],Federal-gov,Associates,Never-Married,Other,Not-in-family,Black,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,Bachelors,Never-Married,Admin,Own-child,Black,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,>45,<=50K,<=50K
>47,Private,High School grad,Separated,Blue-Collar,Other-relative,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Local-gov,High School grad,Married,White-Collar,Own-child,White,Female,0,0,<=40,<=50K,<=50K
>47,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,>45,>50K,>50K
(37-47],Self-emp-inc,Prof-School,Married,Professional,Husband,White,Male,0,0,<=40,>50K,>50K
(37-47],Private,High School grad,Married,Sales,Husband,White,Male,0,0,>45,<=50K,>50K
(37-47],Self-emp-not-inc,High School grad,Married,Sales,Husband,White,Male,0,0,>45,>50K,<=50K
(28-37],Self-emp-not-inc,Masters,Married,Professional,Wife,White,Female,0,0,<=40,<=50K,>50K
<=28,Private,Dropout,Separated,Service,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Married,Sales,Husband,White,Male,0,0,>45,<=50K,<=50K
(37-47],Private,Dropout,Separated,Blue-Collar,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Self-emp-not-inc,Bachelors,Married,Sales,Husband,White,Male,0,0,(40-45],<=50K,>50K
(28-37],Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,(40-45],<=50K,<=50K
(37-47],Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,<=40,>50K,>50K
<=28,Private,Bachelors,Married,Professional,Wife,Asian-Pac-Islander,Female,0,Low,<=40,<=50K,>50K
<=28,Private,High School grad,Never-Married,White-Collar,Own-child,Asian-Pac-Islander,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Other-relative,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Self-emp-not-inc,High School grad,Married,White-Collar,Husband,Black,Male,0,0,<=40,>50K,>50K
<=28,Private,Bachelors,Separated,Other,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
>47,Self-emp-not-inc,Doctorate,Married,White-Collar,Wife,White,Female,0,Low,<=40,>50K,>50K
>47,Private,High School grad,Widowed,Admin,Unmarried,Black,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,>45,>50K,<=50K
(37-47],Private,Dropout,Married,Service,Husband,White,Male,0,0,<=40,<=50K,<=50K
>47,Private,High School grad,Separated,Admin,Unmarried,Black,Female,0,0,<=40,<=50K,<=50K
(37-47],Private,Dropout,Widowed,Admin,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
>47,Self-emp-not-inc,High School grad,Married,Admin,Wife,White,Female,0,0,<=40,<=50K,<=50K
>47,Private,High School grad,Married,White-Collar,Husband,White,Male,0,High,>45,>50K,>50K
>47,Private,Bachelors,Separated,Professional,Other-relative,White,Female,0,0,>45,>50K,<=50K
(28-37],Private,High School grad,Never-Married,Blue-Collar,Own-child,Black,Male,0,0,<=40,<=50K,<=50K
>47,Local-gov,Masters,Never-Married,Professional,Not-in-family,White,Female,0,0,>45,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,High School grad,Separated,Blue-Collar,Own-child,Asian-Pac-Islander,Male,0,0,>45,<=50K,<=50K
(37-47],Private,Bachelors,Married,White-Collar,Husband,Asian-Pac-Islander,Male,0,0,(40-45],>50K,>50K
(28-37],Private,Masters,Married,White-Collar,Husband,Asian-Pac-Islander,Male,0,0,(40-45],<=50K,<=50K
(37-47],Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,<=40,<=50K,>50K
(37-47],Private,Bachelors,Never-Married,Sales,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,Associates,Never-Married,Other,Other-relative,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,Dropout,Never-Married,Sales,Own-child,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,>45,<=50K,>50K
(28-37],Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,>45,<=50K,<=50K
(37-47],Private,Bachelors,Separated,Admin,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,White-Collar,Own-child,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Private,Bachelors,Married,Professional,Wife,White,Female,0,0,<=40,>50K,>50K
(28-37],Private,Dropout,Separated,Blue-Collar,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,High School grad,Married,Admin,Wife,White,Female,0,0,<=40,>50K,>50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,Low,0,>45,<=50K,<=50K
(37-47],Federal-gov,Dropout,Married,Admin,Husband,White,Male,0,0,<=40,<=50K,<=50K
>47,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<=40,>50K,<=50K
(28-37],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
(28-37],State-gov,High School grad,Married,Professional,Other-relative,Asian-Pac-Islander,Male,0,0,<=40,<=50K,<=50K
>47,Self-emp-inc,Prof-School,Married,Professional,Husband,White,Male,High,0,<=40,>50K,>50K
>47,Self-emp-inc,Bachelors,Never-Married,White-Collar,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Other,Other-relative,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Male,0,0,(40-45],<=50K,<=50K
<=28,Private,Associates,Separated,Admin,Unmarried,Black,Female,Low,0,<=40,<=50K,<=50K
(37-47],Private,High School grad,Separated,Admin,Not-in-family,White,Male,0,0,<=40,>50K,<=50K
>47,Private,High School grad,Separated,Service,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,High School grad,Never-Married,Admin,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Private,Dropout,Never-Married,Service,Own-child,White,Female,0,0,(40-45],<=50K,<=50K
>47,Self-emp-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,>45,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Service,Own-child,Other,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,High School grad,Married,Admin,Wife,Black,Female,0,0,<=40,>50K,<=50K
<=28,Private,High School grad,Never-Married,White-Collar,Not-in-family,Black,Female,0,0,<=40,<=50K,<=50K
>47,Self-emp-not-inc,Masters,Married,Professional,Husband,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,>45,>50K,<=50K
(37-47],Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,>45,<=50K,<=50K
(28-37],Private,Bachelors,Married,White-Collar,Husband,White,Male,0,Low,>45,>50K,>50K
(28-37],Private,High School grad,Married,Admin,Husband,White,Male,Low,0,<=40,<=50K,<=50K
<=28,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,Bachelors,Never-Married,Sales,Own-child,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,>45,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Private,Doctorate,Married,Professional,Husband,White,Male,0,0,>45,>50K,<=50K
(37-47],Private,High School grad,Married,White-Collar,Husband,White,Male,Low,0,>45,<=50K,>50K
<=28,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,Bachelors,Never-Married,Admin,Own-child,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Admin,Not-in-family,Other,Male,Low,0,<=40,<=50K,<=50K
(28-37],State-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
>47,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,>45,<=50K,<=50K
(37-47],Federal-gov,Masters,Married,Professional,Husband,White,Male,0,0,<=40,>50K,>50K
(37-47],Private,High School grad,Never-Married,Admin,Not-in-family,White,Male,0,0,(40-45],<=50K,<=50K
<=28,State-gov,Bachelors,Never-Married,White-Collar,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,(40-45],<=50K,<=50K
<=28,Local-gov,High School grad,Never-Married,Other,Own-child,White,Male,0,Low,<=40,<=50K,<=50K
(28-37],Private,Bachelors,Married,Professional,Husband,White,Male,0,0,>45,>50K,<=50K
<=28,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
>47,State-gov,High School grad,Married,Service,Wife,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Private,Bachelors,Married,Sales,Husband,White,Male,0,0,>45,<=50K,>50K
(37-47],Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
(37-47],State-gov,High School grad,Married,Service,Husband,White,Male,0,0,<=40,<=50K,<=50K
(28-37],State-gov,Dropout,Never-Married,Other,Own-child,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Federal-gov,Masters,Married,White-Collar,Husband,Black,Male,0,0,<=40,>50K,>50K
>47,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,<=50K,>50K
(28-37],Private,Associates,Married,Service,Husband,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Separated,Sales,Other-relative,White,Male,0,0,>45,<=50K,<=50K
(37-47],Federal-gov,Masters,Never-Married,Professional,Not-in-family,White,Male,0,0,<=40,>50K,<=50K
<=28,Private,High School grad,Never-Married,Service,Not-in-family,White,Male,Low,0,<=40,<=50K,<=50K
>47,Self-emp-not-inc,High School grad,Widowed,Blue-Collar,Not-in-family,White,Female,0,0,>45,<=50K,<=50K
(37-47],Private,Dropout,Married,Service,Husband,White,Male,Low,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,High School grad,Married,Sales,Wife,White,Female,0,0,<=40,<=50K,<=50K
>47,Private,High School grad,Separated,Sales,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Private,Bachelors,Married,Admin,Wife,White,Female,0,0,<=40,<=50K,>50K
(28-37],Private,Bachelors,Separated,Blue-Collar,Own-child,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Sales,Own-child,Black,Male,0,0,<=40,<=50K,<=50K
(37-47],Private,Bachelors,Separated,White-Collar,Not-in-family,White,Male,High,0,>45,>50K,>50K
>47,Private,High School grad,Separated,White-Collar,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,Associates,Never-Married,Service,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Private,Associates,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,Bachelors,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,Dropout,Married,Sales,Husband,White,Male,0,0,>45,<=50K,<=50K
(28-37],Private,High School grad,Married,Blue-Collar,Husband,Amer-Indian-Eskimo,Male,0,0,<=40,<=50K,<=50K
(28-37],State-gov,Dropout,Married,Blue-Collar,Husband,Black,Male,0,0,<=40,<=50K,<=50K
>47,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,<=40,<=50K,>50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,High School grad,Never-Married,White-Collar,Not-in-family,White,Male,0,0,>45,<=50K,<=50K
(28-37],Private,Dropout,Never-Married,Blue-Collar,Other-relative,Asian-Pac-Islander,Male,0,0,<=40,<=50K,<=50K
>47,State-gov,Prof-School,Separated,Professional,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,>50K,<=50K
(37-47],Private,Dropout,Married,Blue-Collar,Husband,White,Male,Low,0,>45,<=50K,<=50K
(28-37],Local-gov,High School grad,Married,Other,Husband,White,Male,0,0,<=40,<=50K,>50K
(37-47],Private,Bachelors,Separated,Admin,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,>45,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,<=40,<=50K,<=50K
>47,Private,High School grad,Married,White-Collar,Husband,White,Male,High,0,(40-45],>50K,>50K
<=28,Federal-gov,Associates,Never-Married,Admin,Own-child,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,>45,>50K,>50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<=40,<=50K,<=50K
>47,Private,Dropout,Widowed,Service,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Other-relative,Black,Male,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,High School grad,Separated,Admin,Own-child,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,High School grad,Separated,Other,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Private,Doctorate,Married,Professional,Husband,White,Male,0,High,>45,<=50K,<=50K
>47,State-gov,Dropout,Married,Blue-Collar,Husband,Other,Male,0,0,(40-45],<=50K,<=50K
(28-37],Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,>45,>50K,<=50K
(28-37],Self-emp-not-inc,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,>45,<=50K,>50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<=40,<=50K,<=50K
>47,Local-gov,High School grad,Married,White-Collar,Husband,White,Male,0,0,>45,<=50K,>50K
>47,Private,High School grad,Widowed,Admin,Not-in-family,Amer-Indian-Eskimo,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
